995	2178	2645	5625	25459	21756	19747	25042	33094	38271	51744	46563	55294	59459	57751	60825	59739	38740	66391	51417;
1536	2743	2875	7962	5861	13849	8922	13187	16188	22618	28666	26952	32886	24581	25516	31783	28072	31335	35892	29298;
744	1463	2404	3510	6409	6821	11681	7170	17590	13081	12377	15981	16969	14856	19233	22040	19484	18414	22532	21656;
1090	2128	2457	2959	4630	7128	8050	7007	10872	11874	12422	8631	7227	16778	9693	18454	16927	14682	11539	12195;
824	1479	2922	4457	5910	4959	5999	7694	7699	7226	10514	7027	10054	9585	10742	11990	13540	11784	15877	10359;
1171	1713	2108	3782	3753	3730	6671	5738	7585	7989	7806	8260	8807	8939	9842	10551	9473	9908	13097	13367;
965	1794	2299	3746	4388	3900	5416	5558	6504	5835	6758	7441	8781	6778	9955	9159	12024	10941	9107	11356;
888	1391	2596	3400	4198	4178	4481	5652	5435	7282	8495	7445	8567	6066	8350	8399	9773	6767	10630	8577;
754	1326	1979	2564	3625	4895	2701	4372	5414	6386	6354	7176	6564	7831	7013	8392	7337	8337	7465	9687;
834	1531	2417	2570	4527	4467	2902	4338	4098	4112	5501	5890	6255	7737	8073	5835	8328	7847	7091	8206;
932	1204	1279	2481	3371	3194	4569	4339	5523	5207	4635	6600	5621	5446	6690	6044	6127	6739	7717	6843;
1028	1199	2044	3780	3070	4198	4776	4929	4198	5098	5317	4946	5692	5125	6972	6551	6885	6184	7711	6450;
898	1328	1092	2333	2682	3954	4278	4916	4563	4716	4486	5609	5935	5620	6563	5219	6137	6437	6414	7577;
921	1446	1526	2897	3051	3664	3782	3545	3653	4893	5737	4758	5611	6459	5800	5264	7007	5776	6464	6572;
998	1209	1388	1852	3013	4062	3191	2950	4031	4163	4634	5170	4954	5428	5784	4425	5447	6680	5884	5564;
996	1625	2034	2163	3268	2982	3002	3870	4527	4113	4621	5093	4984	5374	4529	5616	5342	4708	6212	5604;
919	1286	1788	2094	2684	2881	4251	3051	3883	4419	3791	5054	4362	5167	5233	5208	5894	5281	4498	4973;
759	1124	1991	2989	2213	2997	2024	3354	3800	3278	3852	4795	4979	4885	5158	4462	4962	5396	6071	5449;
631	1456	1450	2568	2220	3057	3628	3417	3857	4342	4345	4666	4098	4959	4391	5276	4489	5258	4511	5617;
776	1257	1730	2450	2651	2721	2789	3447	3310	3953	3788	4097	4583	4681	4736	5203	4821	5420	5133	6086;
723	1346	2118	2228	2648	2786	3180	2878	3198	3107	4146	3956	3752	5004	3316	4446	4773	5666	4624	5057;
993	1555	1894	2678	2053	2660	3273	3081	3437	3233	4564	3896	4405	3815	4185	4739	4468	4951	5563	5379;
897	1170	1324	2581	2676	3124	3339	3086	3378	4156	4098	3933	4587	4666	4486	4575	5065	4144	4167	5152;
721	1376	1884	2119	2719	2748	3510	3551	3739	3457	4096	3671	4490	4695	4750	5006	3980	4736	4949	4656;
846	1636	2032	2193	2557	2765	2247	3040	3244	3939	3476	4052	3838	4319	4050	4491	4075	4786	4773	3862;
841	1549	1833	1934	2181	2330	2753	3503	3334	3654	3883	4292	4185	3271	4310	4348	4747	4343	4329	4012;
709	1097	1480	1943	2158	2491	2939	2822	3545	3308	3579	3680	4148	4148	3811	3949	3688	4624	3645	4438;
657	1100	1931	2040	2264	2965	3167	3071	2618	3519	3946	4072	3754	3800	3882	4081	4392	4204	3988	4588;
795	1087	1478	1711	2447	3005	3161	2677	2657	2909	3765	3685	2939	3795	3855	3987	4939	4360	4131	4406;
760	1314	1431	2359	2716	2586	2824	3461	3671	3422	3262	3917	3297	3673	3663	4096	3868	4661	4683	3849;
706	1322	1940	2259	2269	2484	2360	2980	3292	3145	3166	4051	3463	3320	3521	4290	3815	3804	4076	3886;
957	1020	1780	1858	1260	2552	2777	2920	2599	3426	3689	3471	3835	4024	3872	3791	3739	3754	4139	4130;
676	1520	1634	1951	2149	2581	2488	2840	2576	3569	3391	3640	3277	3544	4036	3477	3514	3909	2655	3733;
855	1034	1729	1979	2300	2425	2647	2751	2774	3684	3038	3349	3291	3325	3744	4296	4059	4327	3663	3885;
721	1384	1791	2002	2346	2557	2351	3141	3028	3031	3138	3259	3395	3869	3867	3961	3563	3710	4393	4117;
738	1196	1840	2167	2132	2495	2844	2765	2991	3155	2947	3262	3241	3667	3961	3446	3558	4084	3525	3921;
743	1386	1083	1899	2419	2847	2623	2895	3413	2925	3199	3085	3421	2986	3891	3672	4070	3681	3371	3072;
672	1199	1385	1884	2211	2735	2824	2785	2523	2694	2999	3192	3091	3776	3667	3758	3975	2852	3631	4056;
773	1098	1719	1994	2377	2751	1947	2536	2847	2917	3159	2799	3550	3184	3607	2858	3847	3800	3594	3710;
751	1251	1550	2053	2153	2470	2644	2788	2794	3446	3060	2802	3028	2669	3450	3290	3478	3554	3660	3901;
758	1215	1515	1814	2020	2065	2627	2973	2958	2876	3016	3465	3366	3274	3646	3462	3316	3880	3948	4110;
763	1190	1342	1611	2139	2270	2592	2661	2658	2277	3071	2973	3444	3209	3824	3105	3193	4097	3420	3810;
831	972	1451	1748	2276	2372	2592	2903	2650	2486	2743	3071	3180	3469	2919	3729	3618	3298	3193	3476;
891	1226	1660	1738	2478	2802	2297	2577	2652	3108	2753	3239	3031	3303	3359	2693	3645	3756	3875	3565;
720	1250	1435	1770	1856	1763	2385	2944	2520	2362	3151	2778	3056	3097	3421	3564	3170	3447	3651	3729;
864	1219	1479	2148	2234	2331	2118	2558	2892	2938	2322	3122	2804	3205	3275	3471	3027	3205	3327	3423;
767	1254	1420	1817	1991	1799	2592	2697	2476	2585	2802	3359	2929	3325	3080	3322	3757	3409	3636	3670;
770	1126	1445	1840	1912	2394	2522	2538	2919	3197	3052	3069	3185	3029	3347	2730	3556	3428	3598	3445;
668	930	1450	1588	2213	2370	2398	2245	2887	2903	3063	2765	3035	3111	3263	3267	3309	3322	3431	2866;
659	1399	1754	1553	1848	2356	2389	2334	2759	2794	2838	2865	3039	3294	3240	2737	3196	3054	3604	3348;
713	823	1320	1853	2004	2119	2326	2419	3093	2438	2917	2666	3072	3288	3457	2866	3598	3274	3149	3561;
799	1308	1575	2040	2081	2291	2505	2681	2398	2932	2565	2909	3016	3068	3162	3141	3468	2818	3340	3490;
860	1179	1518	1320	2375	2130	2353	2697	2640	2671	2593	3078	2973	3132	3285	3330	3054	3100	3276	3269;
688	1118	1435	1397	1955	1959	2191	2457	2198	2332	2638	3047	3170	3074	3134	3162	3275	3359	2801	3301;
673	804	1340	1420	1928	2070	2166	2390	2534	2981	2929	2465	2469	2951	3121	3028	2978	3258	3118	2838;
702	1076	1367	1664	1753	2355	2430	2528	2361	2676	2542	3065	3137	2631	2978	2956	3029	3204	3081	3280;
688	941	1448	1181	2146	2491	2381	2492	2517	2766	2793	2656	2763	2960	2929	3141	2996	3360	3424	3206;
770	1172	1679	1541	1973	2217	1711	2424	2321	2590	2407	3065	2962	3158	2915	3272	3248	3335	3157	2875;
741	1028	1480	2036	1761	1954	2042	2196	2261	2530	2524	2859	2431	2965	2583	2864	3413	3273	3277	3213;
852	1068	1622	1351	2091	2233	1932	2159	2643	2714	2798	2941	2333	3102	2829	2941	3156	3338	3061	3228;
