18062	17696	30474	28634	19622	23600	27918	26414	25328	33799	32793	26970	30277	25867	36159	22248	34390	26036	26267	25197;
17496	22594	36135	27626	22552	25095	24061	22338	26106	29538	24580	25595	33129	24763	25608	27659	25299	24992	25647	33850;
16979	25028	27726	22545	23350	20586	21942	28557	24487	26347	25499	29261	27626	25217	28187	32596	29418	24466	35527	27080;
16341	18675	29417	24898	19247	22718	21378	26379	21789	21450	22843	20222	27579	26479	30163	24627	29275	21344	37965	35381;
20281	21628	20527	21079	23204	31374	28686	20434	23292	25436	24084	27892	28767	20789	25367	29295	26878	27046	25272	23360;
20560	18079	20401	22318	23932	22535	31172	21558	20136	24926	23577	30458	25297	20262	22222	26923	26316	24142	28913	27089;
15885	20846	21275	33457	18772	21630	29556	21413	18284	26972	24981	32707	32565	22981	21470	24656	21380	22885	21060	23052;
16113	15281	18379	22542	18591	20321	18265	20923	24610	23128	25423	20597	28968	28891	29762	21685	23198	20979	21675	27066;
15478	26631	20832	22851	19549	25977	21640	19587	19295	23400	21625	19352	25253	18588	23718	22987	26838	20993	23789	24406;
15484	17619	21258	19394	17541	25798	20828	23740	21899	23185	18462	21180	25927	25486	21694	21247	24541	30625	22716	21978;
17713	20696	15743	18512	23314	18972	16461	29012	19380	19081	19357	27474	23378	23074	26976	22636	27778	30086	21348	22433;
13249	15937	14631	20496	20855	20546	19072	28759	21781	18074	20093	25966	20428	24349	24689	20479	28244	22279	24107	21456;
13666	14646	16683	19554	17799	19496	24179	20811	22586	21758	27738	23719	24957	22970	22152	23963	20778	21915	21121	23501;
16923	20379	16405	19448	21422	15318	18477	24192	18932	19560	19919	28361	20165	19773	19006	20584	16653	20024	24579	20362;
14781	19187	20968	14240	15098	17693	21105	17464	16630	19406	16951	22478	18760	17730	21086	20323	27327	22891	22290	21366;
23601	17159	17886	20667	16271	18587	23533	19488	17083	22498	17632	18485	23732	20865	19177	24453	18129	18997	24329	20967;
14328	12128	15337	18405	22366	18560	20989	16372	15799	16538	18182	19898	19251	19267	20743	20028	20030	24288	22238	21416;
14139	15181	17799	20339	20057	17891	14684	24673	20518	18816	19023	18333	16600	18184	22784	18452	18764	18828	20040	21086;
12169	14076	14740	16714	15931	17036	27656	15753	17931	24455	20439	21150	16462	28619	18349	22226	20923	19191	17577	21017;
11596	18051	15251	15027	14899	17305	19007	22580	16789	16362	19270	25998	20583	18565	20691	17294	18073	22396	19692	16365;
11080	17503	18313	11814	15497	19192	19058	21751	16482	19982	16001	16075	17888	19080	20822	19173	18590	18659	25085	15550;
12375	15564	17679	15576	15114	15817	14412	18071	19147	16755	18899	19257	19249	20336	16359	18864	17320	16035	15716	19118;
15238	13091	15809	15485	14768	16494	15211	16285	14819	17665	18497	15639	20459	18978	17211	18892	20250	17096	20785	15764;
12117	15154	20885	14221	16683	19030	19171	21057	15321	18638	15250	22293	18455	19559	17753	19389	19345	16458	21241	19290;
13554	13389	13920	15990	15938	14979	17130	14081	18569	18392	17542	17358	16196	18792	18098	17271	16164	15063	17849	15789;
11674	14115	12922	14034	19035	15299	16912	16598	14787	13544	15857	18752	19597	14738	15429	17778	17146	19048	16664	18041;
9843	13884	18018	14281	12078	14045	13358	13170	18682	18433	18610	15777	16151	18073	14303	20850	15699	17397	15036	16092;
12742	13778	13394	13561	20266	14480	14671	16751	15905	19646	16193	13194	20739	14090	15036	13831	16675	14656	20054	14776;
12556	12522	14543	11328	17872	13734	15386	15549	16888	16466	16235	18162	15193	18347	15463	17968	15970	15667	15823	16198;
11474	11586	15178	13251	12489	13894	16341	14757	17257	14936	15488	16542	15754	18784	15016	13994	13590	16144	14526	15249;
14257	15260	10844	12857	11176	16104	13715	14589	17670	19964	17548	15754	14037	16284	18581	14682	14550	17199	16482	27961;
14937	14195	14454	15671	12553	14896	13660	14286	15882	13571	16275	19290	14032	14985	16365	14970	17444	14918	14843	14269;
11009	13372	13161	16656	15881	13450	13585	13384	12723	19093	13726	15591	13570	13551	16336	23177	13524	13749	15409	17108;
9232	11067	11327	13769	18652	13320	11050	19329	13832	15783	15699	16135	13915	20830	14033	16487	15964	16120	15595	13300;
9387	11507	13725	11682	17614	13652	12368	12381	15834	13669	16122	13095	13764	14103	18032	17873	16880	14584	14125	14650;
9844	11543	11187	17735	14374	12073	13861	12657	14871	12263	14136	13196	16415	12752	15188	17177	16978	15779	17297	15520;
12423	12985	12291	12076	12502	13273	12351	14020	16054	17816	14590	12520	13089	16025	14707	15548	15104	13095	20325	19958;
11953	9959	11264	13260	12932	13932	12990	15219	14348	11852	12612	16183	21739	12210	14285	15491	14168	13559	15560	14605;
11765	10391	15177	12199	14891	13413	11925	13298	15162	11948	15520	14964	21099	16617	14483	15333	20416	15073	12132	20064;
11657	12203	11507	17296	14703	11604	13348	12610	15344	17688	14679	16169	13417	12460	15540	14086	15077	14546	13538	13777;
10767	11918	10316	11234	13315	12974	12257	12774	12859	14916	13343	15683	13420	13529	15151	14475	13666	13766	12372	14269;
11061	11191	12934	9885	11889	13697	13568	11847	10774	15201	13042	12889	11551	13102	12724	14850	13411	12208	12989	12792;
12682	10280	10693	14483	14172	12165	12883	12175	14215	11674	13741	11949	13499	11833	12084	12728	17597	13704	12918	12753;
8942	10386	10285	13933	14002	11227	14036	12781	12503	16169	12561	13264	13132	11040	13885	12899	14179	17137	13554	15339;
10961	15729	12565	11286	10676	13297	11174	15082	12149	12650	13927	16407	12112	12601	12399	14512	13135	13447	12144	14243;
12185	11075	9589	12171	15285	13120	10625	12383	11656	11378	14018	12548	18911	12962	11879	16661	13859	13080	14136	16148;
14419	10537	10938	11089	9705	10820	16676	12287	11080	11248	14165	13355	11777	11350	14397	12126	14247	12800	12739	11392;
9015	10596	11952	14487	12210	13465	10215	10428	10681	12849	11259	12508	18356	13467	12498	12547	13321	12446	15905	13234;
10175	11558	11585	11640	11277	11536	13294	12435	13420	12170	13467	12395	12998	15154	11404	11966	12093	14344	11388	11693;
8229	12165	8978	10980	12061	13797	11583	11298	9881	12913	14441	14995	12885	10820	11290	11889	12389	11334	11658	13933;
8105	10874	9235	9499	12890	11817	11522	11483	11390	13108	12244	10753	11751	12666	11829	11448	11687	12272	11033	17644;
12394	9969	10443	11834	14384	12457	12199	11041	15348	12120	10968	12796	10865	14332	12136	12041	15012	13576	10062	13283;
9465	12119	10173	11334	11497	11354	10753	12211	15447	11069	10776	11928	13246	11319	16616	11792	12977	12042	15284	16551;
10892	13344	12110	11603	9276	10180	9123	11033	13072	13287	13319	13641	12250	12772	11150	11698	14692	12777	11980	21402;
10590	10565	10493	10670	11235	10278	11381	10987	13945	14076	10819	12061	17242	11221	12177	10734	11101	14274	12637	10984;
10265	9844	9843	13963	11460	11950	11397	10146	11714	13285	13336	11211	13833	12336	12451	11470	10855	14985	11590	14151;
8783	8372	11527	11035	10365	12743	11861	13181	10674	11153	10778	11992	10504	11950	10399	11939	11109	13739	13093	12391;
8420	9788	11891	10072	9937	9835	11415	11378	13455	11767	10417	10386	9895	10359	12838	11999	10265	11903	10066	12062;
9301	10044	9494	9266	9363	12691	10600	10898	11719	10429	11168	11363	11574	12067	11617	10958	10789	11960	10321	11480;
9995	9010	9060	9680	8773	11873	12503	9628	10894	10599	11110	11016	9948	12782	11169	12595	12097	10918	10904	12219;
8772	10730	11552	9936	10791	10076	11459	10167	13266	9776	10855	14293	9671	10786	14696	11088	11366	9454	12347	12876;
9399	12149	9542	9360	9719	10330	10121	12542	9353	11596	10312	11653	10722	12692	13466	12082	12355	11655	13656	13093;
7838	8393	9612	9193	14734	10695	9464	10466	10212	10711	13908	11662	11736	11006	11413	11464	10521	11985	11163	11856;
9938	9125	8622	8745	9488	12046	9993	10792	10747	10492	14131	9944	15392	10347	10638	13032	9831	11589	12198	11123;
8349	9359	9452	8389	9445	9278	10996	10987	10308	12081	9789	12685	12450	10427	10313	13797	10850	10821	11012	10403;
8149	10053	9665	9822	9147	13684	11984	10047	10548	9132	9539	9891	11221	11124	10593	10673	9597	15056	9665	11383;
11276	10611	9017	11836	9215	10687	8840	10811	11596	11535	9056	9792	9449	9698	9889	12068	13136	9544	10860	11934
